Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E3,18/12/99,Hull City,Carlisle,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,18/12/99,Lincoln,Shrewsbury,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,18/12/99,Macclesfield,Leyton Orient,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,18/12/99,Rotherham,Darlington,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,18/12/99,Swansea City,Brighton & Hove Albion,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Brighton & Hove Albion,Barnet,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Carlisle,Rochdale,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Cheltenham,Exeter,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Darlington,Hull City,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Halifax,Lincoln,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Hartlepool,York,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Leyton Orient,Swansea City,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Mansfield,Chester,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Peterboro,Rotherham,0,5,A,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Plymouth,Torquay,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Shrewsbury,Macclesfield,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,26/12/99,Southend,Northampton,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Barnet,Halifax,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Chester,Leyton Orient,1,5,A,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Exeter,Peterboro,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Hull City,Mansfield,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Lincoln,Hartlepool,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Macclesfield,Carlisle,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Northampton,Darlington,0,3,A,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Rochdale,Shrewsbury,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Rotherham,Brighton & Hove Albion,1,3,A,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Swansea City,Plymouth,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,Torquay,Southend,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,28/12/99,York,Cheltenham,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,03/01/00,Brighton & Hove Albion,Exeter,4,2,H,,,,,,,,,,,,,,,,,,,,,
E3,03/01/00,Carlisle,Chester,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,03/01/00,Cheltenham,Lincoln,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,03/01/00,Halifax,Northampton,2,2,D,,,,,,,,,,,,,,,,,,,,,
